kp_chi,ki_chi,kp_phi,kd_phi,ki_phi,Y
2.8559711942,1.1626325265,1.2464492899,1.3802760552,2.650730146,
2.1100220044,0.7613522705,1.6299259852,0.6705341068,0.2364472895,
1.4780956191,0.5129025805,2.4118823765,0.626125225,2.8547709542,
0.5449089818,0.3852770554,2.825365073,0.2984596919,1.8723744749,
2.8169633927,1.4094818964,2.5949189838,1.0438087618,2.4430886177,
2.923784757,1.8171634327,0.425485097,1.5707141428,2.9303860772,
1.6293258652,1.7851570314,0.3450690138,1.0162032406,0.0342068414,
0.5269053811,1.3942788558,0.7591518304,1.9055811162,1.8561712342,
1.1264252851,0.4092818564,1.8375675135,1.574714943,1.4120824165,
1.4600920184,0.574914983,0.0420084017,1.3358671734,2.7845569114,
0.400880176,1.9127825565,1.4630926185,1.4818963793,2.5109021804,
1.7433486697,0.9469893979,1.6533306661,0.875375075,0.049209842,
1.1876375275,0.1636327265,1.1864372875,0.6301260252,1.7403480696,
1.3946789358,0.576115223,1.1264252851,1.3118623725,1.2044408882,
2.2486497299,1.3434686937,0.1620324065,0.3832766553,0.9889977996,
1.6971394279,0.3808761752,1.0394078816,1.1830366073,0.9277855571,
2.3308661732,1.1474294859,0.7723544709,0.4364872975,1.6443288658,
0.3684736947,1.2658531706,1.0442088418,1.2122424485,0.8083616723,
2.2636527305,1.725945189,1.9617923585,1.6583316663,2.4910982196,
1.9113822765,1.0154030806,2.3926785357,0.1636327265,2.2312462492,
1.4588917784,1.6031206241,1.0892178436,0.5689137828,2.8463692739,
1.5909181836,0.1736347269,1.7289457892,0.7397479496,2.6309261852,
0.9853970794,1.8919783957,1.3232646529,1.3814762953,2.525305061,
0.2880576115,0.599319864,2.3110622124,0.9689937988,2.8649729946,
2.7815563113,0.4708941788,2.3314662933,0.8569713943,0.2310462092,
1.9401880376,1.6815363073,0.2568513703,0.7573514703,1.0958191638,
1.0622124425,0.0444088818,2.5523104621,1.8727745549,0.2394478896,
2.7851570314,0.4512902581,0.298859772,1.3450690138,2.5637127425,
2.1634326865,0.349669934,2.6963392679,1.026205241,0.6289257852,
0.4854970994,1.375475095,2.6645329066,1.2898579716,0.0888177636,
1.1462292458,0.6437287457,1.9857971594,1.0174034807,0.9205841168,
0.9025805161,1.4022804561,2.3728745749,0.8417683537,0.7027405481,
1.0184036807,0.0372074415,0.8923784757,1.874374875,2.7875575115,
1.8375675135,1.6651330266,2.6051210242,0.9765953191,0.9235847169,
2.6141228246,1.3722744549,2.1574314863,0.9297859572,2.5403080616,
1.0520104021,1.6579315863,1.5165033007,1.5903180636,2.1892378476,
0.7795559112,0.4280856171,2.9933986797,0.5053010602,1.6209241848,
2.9429885977,0.5833166633,0.6871374275,0.3852770554,1.050210042,
2.7281456291,1.6095219044,1.4570914183,0.8037607522,2.7161432286,
2.9639927986,1.6327265453,0.75075015,0.5729145829,2.8085617123,
0.4608921784,1.5627125425,2.5601120224,1.7475495099,1.174434887,
2.6723344669,1.0126025205,2.3086617323,0.7425485097,0.6685337067,
2.7443488698,1.5371074215,1.7433486697,1.6267253451,0.2088417684,
1.2608521704,1.4442888578,0.9481896379,1.6299259852,1.8105621124,
1.7637527506,1.1286257251,0.6475295059,0.9585917183,2.399879976,
0.3042608522,0.6821364273,0.6391278256,0.2272454491,1.4942988598,
0.2646529306,1.6559311862,0.6643328666,1.7903580716,0.6433286657,
0.5677135427,1.599919984,1.0520104021,1.6971394279,1.8675735147,
0.7855571114,1.2434486897,0.1134226845,1.224644929,1.0886177235,
0.4860972194,0.3436687337,0.8167633527,0.3264652931,2.5967193439,
0.0318063613,1.9447889578,2.4028805761,0.3764752951,0.8983796759,
0.4902980596,1.7911582316,1.224844969,0.3912782557,2.0266053211,
1.4810962192,0.9569913983,2.2294458892,1.7203440688,1.2596519304,
1.6077215443,1.3146629326,1.524904981,1.825165033,1.8297659532,
2.7419483897,0.7837567514,1.3838767754,1.5419083817,1.3406681336,
0.6727345469,0.4100820164,1.4942988598,0.224444889,2.4940988198,
1.5837167433,1.2290458092,2.2174434887,0.2900580116,2.2600520104,
0.4566913383,1.1930386077,2.2600520104,0.7697539508,2.9279855971,
2.3524704941,1.0270054011,1.7319463893,1.2442488498,0.4350870174,
0.0192038408,1.2158431686,2.4412882577,1.4482896579,0.0846169234,
0.726145229,1.2682536507,0.2730546109,0.8421684337,2.3362672535,
2.0974194839,1.324264853,0.7795559112,0.3152630526,0.8395679136,
0.2964592919,0.6893378676,0.4404880976,0.9909981996,2.8301660332,
0.8695739148,0.8305661132,2.4856971394,0.1776355271,1.3262652531,
1.7265453091,1.5151030206,1.2230446089,1.0230046009,2.2078415683,
0.8911782356,0.1028205641,1.3316663333,1.699539908,2.9141828366,
0.9577915583,1.2642528506,2.6801360272,1.3634726945,0.7519503901,
1.7151430286,1.2170434087,1.6947389478,0.8973794759,1.5933186637,
2.4970994199,0.5737147429,2.0962192438,1.2862572515,0.0414082817,
0.1692338468,0.4012802561,1.5369073815,1.4910982196,0.8425685137,
2.825365073,0.1072214443,1.6167233447,0.9845969194,2.175435087,
2.2306461292,0.0940188038,0.1800360072,1.1718343669,0.650530106,
2.2204440888,1.474294859,1.3424684937,0.0616123225,1.2626525305,
2.7389477896,1.4518903781,2.0800160032,0.5321064213,1.49969994,
1.8687737548,0.0024004801,0.5785157031,1.2306461292,0.9967993599,
2.8541708342,0.7369473895,2.0404080816,1.7935587117,0.424284857,
2.375875175,0.5841168234,2.8523704741,1.150630126,2.3062612523,
2.7059411882,1.9079815963,0.2802560512,1.849569914,2.7065413083,
2.850570114,0.7669533907,1.8141628326,0.7465493099,1.7835567113,
0.4386877375,0.2480496099,0.3468693739,0.9361872374,2.851170234,
1.0736147229,1.0274054811,1.1432286457,0.8869773955,1.5117023405,
0.674534907,0.5417083417,2.5925185037,0.3968793759,0.8953790758,
0.2928585717,1.7587517504,2.5871174235,0.0816163233,0.4266853371,
2.524704941,1.3950790158,0.2922584517,1.2394478896,2.1922384477,
0.9181836367,0.6429285857,0.5911182236,0.4708941788,2.900980196,
0.1356271254,0.2932586517,2.4946989398,0.5045009002,1.5543108622,
2.950790158,1.7267453491,2.5157031406,1.0586117223,0.0372074415,
0.2208441688,1.3198639728,0.0318063613,0.1540308062,1.3610722144,
1.4336867373,0.7937587518,1.6809361872,1.8371674335,1.1936387277,
0.1338267654,0.0108021604,0.3672734547,1.2962592519,0.4158831766,
0.699739948,0.1976395279,2.3548709742,1.3338667734,0.2412482496,
2.7065413083,0.0652130426,0.2316463293,0.8389677936,2.4904980996,
2.8439687938,0.4572914583,2.9885977195,0.824164833,2.875175035,
2.1166233247,1.3598719744,2.3518703741,0.5433086617,0.3684736947,
2.7941588318,1.3474694939,1.6077215443,0.925385077,0.5353070614,
1.5417083417,1.1402280456,2.3968793759,1.2782556511,1.0106021204,
2.4118823765,1.9619923985,2.8619723945,1.4922984597,2.624924985,
1.74934987,1.1718343669,2.4556911382,1.848769754,0.7789557912,
2.8835767153,1.4478895779,1.7853570714,0.3684736947,0.8461692338,
2.8949789958,1.7211442288,0.00060012,1.3362672535,2.5769153831,
1.5669133827,0.0824164833,0.1350270054,0.3356671334,2.6525305061,
1.8519703941,0.0208041608,0.8797759552,1.5887177435,0.74954991,
0.2406481296,1.7795559112,0.6319263853,1.8207641528,2.1682336467,
0.051010202,1.3314662933,1.5657131426,1.3458691738,0.148829766,
1.7967593519,0.7409481896,1.2776555311,0.6089217844,2.8655731146,
2.8133626725,0.1764352871,1.2944588918,0.3480696139,1.1690338068,
2.1208241648,0.8697739548,1.0214042809,0.4340868174,1.3400680136,
0.2064412883,1.174234847,1.3916783357,0.4588917784,1.3682736547,
2.0338067614,1.2890578116,0.7351470294,0.3368673735,1.0796159232,
0.7399479896,0.4712942589,2.3152630526,0.3352670534,2.2516503301,
2.3086617323,1.2218443689,1.4300860172,0.8141628326,1.2158431686,
2.3050610122,1.3302660532,0.0282056411,0.974594919,2.2030406081,
1.1576315263,0.9953990798,1.4156831366,0.7053410682,2.3434686937,
1.9167833567,0.0420084017,0.4236847369,1.823964793,2.2780556111,
1.8555711142,0.4844968994,1.9071814363,0.0960192038,0.5347069414,
0.6325265053,1.4338867774,0.9235847169,0.1904380876,0.9211842368,
0.8071614323,0.3432686537,0.4458891778,0.450890178,0.4224844969,
1.1960392078,0.6565313063,0.574314863,0.574914983,2.5607121424,
2.9453890778,0.7149429886,0.1824364873,1.6287257451,0.2892578516,
1.400680136,1.00020004,0.9475895179,1.2210442088,1.2932586517,
0.1842368474,0.2408481696,0.9859971994,1.5211042208,1.8075615123,
0.450690138,1.8939787958,2.1040208042,1.0702140428,1.225445089,
1.9413882777,1.2154430886,2.798959792,1.4414882977,1.0946189238,
0.5107021404,0.1808361672,0.6913382677,1.4950990198,1.2884576915,
1.6209241848,0.7485497099,1.3976795359,1.1018203641,1.6125225045,
2.9465893179,1.523904781,1.7457491498,0.8889777956,1.1084216843,
2.4910982196,0.5313062613,2.5775155031,0.2896579316,2.875775155,
1.3388677736,0.6201240248,0.9787957592,0.0168033607,2.575115023,
1.3322664533,1.6487297459,1.8273654731,1.9647929586,1.5609121824,
1.3790758152,0.5333066613,1.698939788,0.7281456291,1.2434486897,
1.923984797,1.7335467093,1.100020004,0.0644128826,0.7819563913,
2.300260052,0.6237247449,0.1626325265,1.4786957391,2.2066413283,
2.224044809,1.5531106221,1.3166633327,0.6641328266,1.224844969,
0.6979395879,0.9525905181,1.4840968194,1.951190238,2.3818763753,
1.2536507301,0.7877575515,0.5143028606,1.9203840768,0.7477495499,
2.9075815163,1.3442688538,0.6163232647,1.174634927,0.775955191,
1.7085417083,0.0712142428,1.2932586517,1.600320064,2.600320064,
0.3090618124,1.1906381276,0.3522704541,1.1962392478,0.7063412683,
0.7873574715,1.6623324665,1.8039607922,0.725745149,1.8957791558,
0.5179035807,1.0438087618,0.2688537708,0.24884977,1.9377875575,
2.6591318264,1.7159431886,1.9851970394,1.9871974395,2.7443488698,
0.1146229246,1.824364873,0.3954790958,0.1196239248,1.9185837167,
2.1292258452,0.4584916983,1.0664132827,1.599519904,0.6313262653,
1.2152430486,1.9631926385,2.1568313663,1.7939587918,0.2928585717,
0.3270654131,1.9367873575,0.8863772755,0.2576515303,2.8331666333,
1.8837767554,0.4452890578,1.8099619924,1.424284857,2.5031006201,
2.3320664133,1.2482496499,1.25005001,1.3558711742,2.2210442088,
1.0190038008,1.0786157231,2.1130226045,0.7933586717,1.0040008002,
1.0136027205,1.5047009402,1.5111022204,1.6375275055,2.6177235447,
1.3448689738,0.0792158432,1.1090218044,0.4512902581,1.8897779556,
1.6569313863,0.1212242448,2.1820364073,1.9551910382,1.1912382476,
1.3586717343,1.7707541508,2.6081216243,1.5139027806,2.4778955791,
2.8481696339,1.0022004401,0.5167033407,0.2140428086,2.4028805761,
1.6659331866,1.2870574115,1.7415483097,0.799759952,2.5565113023,
1.0844168834,0.5005001,2.8655731146,1.3582716543,2.1616323265,
2.8325665133,0.2400480096,1.2800560112,1.8779755951,0.798759752,
1.9311862372,1.5339067814,2.9225845169,1.1710342068,2.9219843969,
2.0296059212,1.8723744749,2.1058211642,0.6041208242,1.1918383677,
0.2922584517,1.7675535107,2.2648529706,0.6565313063,2.674134827,
1.151030206,0.7293458692,0.0390078016,0.9165833167,2.8577715543,
1.8513702741,0.9821964393,0.5941188238,1.0094018804,0.649929986,
2.0914182837,0.3100620124,1.1924384877,0.150030006,1.0064012803,
0.9781956391,0.0536107221,2.0542108422,1.8347669534,0.4896979396,
1.2392478496,0.2560512102,0.2982596519,1.801160232,0.7861572314,
1.3964792959,0.6213242649,0.0558111622,0.148829766,0.3468693739,
0.8059611922,1.4318863773,2.2966593319,0.1164232847,2.4340868174,
1.1480296059,1.9627925585,0.1362272454,0.1728345669,0.7327465493,
1.3328665733,0.1836367273,1.1060212042,0.1548309662,1.7157431486,
2.9579915983,1.9023804761,0.950590118,0.7273454691,1.4540908182,
1.6593318664,1.6799359872,2.9045809162,0.299259852,1.4450890178,
1.2656531306,1.475495099,0.0330066013,1.5615123025,2.9117823565,
1.1570314063,0.3632726545,2.3020604121,0.0592118424,0.226245249,
2.5973194639,1.0526105221,2.4868973795,1.5679135827,1.5645129026,
2.8799759952,1.3162632527,1.9593918784,1.7315463093,0.051010202,
1.6419283857,0.024004801,2.2840568114,0.1516303261,2.8925785157,
0.4920984197,1.4074814963,0.0564112823,0.4560912182,2.8181636327,
0.9331866373,0.5217043409,2.1046209242,1.99919984,1.649729946,
0.0444088818,1.9071814363,2.0776155231,1.5971194239,2.5487097419,
2.5679135827,1.1106221244,2.2312462492,0.1408281656,0.5221044209,
0.8587717544,1.7731546309,1.7775555111,1.9279855971,2.7569513903,
1.2014402881,1.0930186037,1.2296459292,0.6765353071,2.7119423885,
2.0908181636,0.3768753751,1.2860572114,0.2880576115,1.4840968194,
2.5571114223,1.5611122224,2.7335467093,1.5195039008,2.4994999,
0.4086817363,0.076015203,2.5829165833,0.1976395279,2.648929786,
0.2712542509,1.7091418284,0.2682536507,1.7447489498,2.7659531906,
0.4158831766,1.1838367674,0.9985997199,0.5529105821,2.0164032807,
0.6313262653,1.6291258252,0.399079816,0.575715143,0.1842368474,
2.6879375875,1.0766153231,1.9023804761,0.2032406481,1.2590518104,
0.7057411482,0.0400080016,0.1818363673,1.9047809562,2.7287457491,
2.7311462292,1.0330066013,2.1196239248,0.3112622525,2.0110022004,
0.024004801,0.2016403281,1.175035007,1.6963392679,2.8205641128,
1.6461292258,0.0416083217,0.7963592719,1.6167233447,0.7681536307,
2.525305061,0.3292658532,0.6349269854,0.3044608922,2.8709741948,
0.1812362472,0.724544909,2.3692738548,0.3428685737,2.5103020604,
1.1546309262,1.2730546109,0.0882176435,1.0270054011,2.5571114223,
2.9195839168,1.0098019604,1.4138827766,0.1924384877,2.3710742148,
1.9077815563,0.1156231246,1.2062412482,1.1582316463,0.9397879576,
0.8065613123,1.4110822164,2.9981996399,0.2196439288,0.549709942,
2.1520304061,1.4542908582,0.7225445089,0.8333666733,1.9137827566,
0.1470294059,0.99979996,2.4124824965,0.0788157632,1.898779756,
1.1114222845,0.9209841968,1.7865573115,1.5923184637,1.6929385877,
1.7715543109,1.3454690938,1.0322064413,1.649129826,0.2670534107,
0.6163232647,1.2886577315,1.8549709942,0.799359872,2.3044608922,
2.5823164633,0.8113622725,2.1706341268,0.7597519504,2.2882576515,
2.7809561912,0.8205641128,1.6269253851,0.8853770754,2.2456491298,
0.550910182,0.3288657732,0.5329065813,0.3568713743,2.1034206841,
2.3446689338,1.5279055811,2.7863572715,0.4872974595,0.6985397079,
1.5165033007,0.6517303461,2.9381876375,0.2908581716,1.4078815763,
1.8165633127,1.5567113423,1.6383276655,1.6207241448,2.6045209042,
0.1560312062,1.8583716743,2.2264452891,1.8343668734,2.6453290658,
2.3956791358,1.9039807962,2.2150430086,1.6335267053,0.4932986597,
1.4816963393,0.024404881,0.6481296259,1.9527905581,0.1986397279,
0.5119023805,1.949989998,1.7013402681,1.0406081216,1.2050410082,
0.0876175235,0.8221644329,1.8603720744,1.7675535107,1.449889978,
2.0734146829,0.8973794759,0.576115223,0.2704540908,1.8687737548,
0.1518303661,0.700940188,0.9523904781,1.1774354871,0.5311062212,
1.8591718344,1.2274454891,0.5227045409,0.6513302661,2.6201240248,
2.9969993999,1.1086217243,2.7221444289,0.4612922585,0.3090618124,
2.5655131026,0.8705741148,2.2978595719,1.1886377275,0.1638327666,
1.950990198,1.4346869374,1.3022604521,0.1800360072,2.7821564313,
1.5831166233,0.5305061012,2.6729345869,0.698939788,1.2722544509,
1.5285057011,1.0942188438,1.4402880576,1.9979995999,2.476095219,
1.9365873175,0.6157231446,0.7573514703,1.4682936587,1.8087617524,
1.9713942789,0.5925185037,1.5855171034,1.5575115023,2.5847169434,
0.5017003401,0.3464692939,1.5027005401,0.1200240048,1.2584516903,
1.4090818164,1.0538107622,2.3188637728,1.6839367874,0.3648729746,
0.9523904781,0.324464893,0.6427285457,0.0832166433,1.3388677736,
0.6895379076,1.3186637327,2.5193038608,1.1278255651,1.8927785557,
2.4652930586,1.1682336467,2.1412282456,0.7149429886,2.4562912583,
1.4552910582,0.2520504101,0.9763952791,0.150830166,2.1514302861,
1.3274654931,1.2770554111,1.3334666933,0.6197239448,0.1044208842,
1.4174834967,1.8127625525,0.9103820764,0.7393478696,2.1346269254,
0.0306061212,1.8831766353,1.076015203,1.6563312663,2.9831966393,
0.2232446489,1.5679135827,1.0046009202,1.4014802961,1.1882376475,
2.1646329266,0.2052410482,2.7269453891,0.9201840368,1.7523504701,
2.6423284657,1.1730346069,2.8091618324,1.74914983,2.7623524705,
1.8387677536,1.6103220644,2.3902780556,1.6343268654,0.9769953991,
2.5763152631,0.0808161632,2.7869573915,1.7559511902,0.3042608522,
1.8447689538,1.9827965593,0.4830966193,0.1220244049,0.1368273655,
1.3184636927,1.800360072,1.7325465093,0.5101020204,2.2336467293,
0.1302260452,1.0650130026,2.8271654331,0.2644528906,1.6851370274,
2.7485497099,1.4618923785,0.4044808962,1.3350670134,0.1344268854,
1.0574114823,1.6539307862,1.7469493899,0.2620524105,1.50090018,
1.9539907982,0.974994999,1.7553510702,0.4164832967,1.8441688338,
0.7615523105,0.7833566713,1.6281256251,1.4154830966,1.9899979996,
0.3972794559,0.7269453891,2.7395479096,1.675135027,1.7139427886,
1.3778755751,1.3234646929,2.9411882376,1.6891378276,0.5437087417,
1.3016603321,0.699739948,2.3032606521,0.7829565913,1.0562112422,
2.5877175435,0.3692738548,2.3788757752,1.2370474095,0.1470294059,
2.2768553711,1.101020204,0.3942788558,1.7891578316,1.7415483097,
0.3924784957,1.5883176635,1.5267053411,1.6791358272,2.7653530706,
2.2210442088,0.8053610722,1.7109421884,0.349669934,0.1392278456,
0.3702740548,0.5669133827,0.8017603521,1.8563712743,1.6077215443,
2.2462492498,1.2646529306,0.126025205,0.6589317864,2.0824164833,
2.6885377075,0.7093418684,2.3782756551,1.5927185437,1.9689937988,
2.3776755351,0.1540308062,2.0044008802,1.275855171,0.1800360072,
1.7439487898,1.2486497299,0.7873574715,0.7645529106,1.0184036807,
2.2276455291,0.0672134427,0.549109822,0.0656131226,1.0874174835,
0.8191638328,1.6819363873,2.1322264453,1.0714142829,1.7607521504,
2.4202840568,1.3594718944,0.4656931386,0.8845769154,2.8691738348,
1.25065013,0.2580516103,1.4678935787,0.2204440888,1.4906981396,
2.700540108,1.0422084417,1.1168233647,1.9371874375,2.8703740748,
0.6661332266,0.7865573115,2.6099219844,0.8525705141,2.3980796159,
1.9581916383,1.9391878376,1.3034606921,1.6763352671,2.0902180436,
0.1188237648,1.5651130226,2.4850970194,1.4302860572,2.6969393879,
1.4108821764,0.2164432887,0.7891578316,1.8303660732,0.8221644329,
0.8173634727,0.7905581116,0.6355271054,0.4572914583,1.6395279056,
0.8725745149,0.4448889778,0.8437687538,1.9343868774,0.9283856771,
2.0470094019,0.1144228846,2.4616923385,0.3268653731,2.5883176635,
0.149429886,0.974194839,1.2812562513,1.6387277455,2.8451690338,
0.0312062412,1.8915783157,0.9655931186,1.373874775,2.3686737347,
2.0284056811,0.225645129,1.2794558912,1.5163032607,1.7709541908,
0.5077015403,1.3774754951,2.5151030206,1.9975995199,2.1844368874,
0.1110222044,1.6411282256,1.9653930786,0.4220844169,1.8273654731,
2.74914983,1.8463692739,0.7825565113,0.7137427485,2.2042408482,
2.1886377275,1.0798159632,0.3582716543,0.426085217,0.5863172635,
2.3710742148,1.7647529506,0.9361872374,0.7661532306,1.550710142,
1.5315063013,0.5161032206,1.2650530106,0.9057811562,2.8877775555,
2.6015203041,1.3290658132,2.401080216,0.2412482496,0.9415883177,
2.7209441888,0.6973394679,2.8529705941,1.948789758,2.6381276255,
2.2522504501,0.7225445089,1.5561112222,0.8689737948,1.8375675135,
1.7343468694,1.9199839968,1.5675135027,1.9339867974,2.2486497299,
0.950590118,1.7487497499,2.0974194839,1.9323864773,2.8223644729,
0.3168633727,0.3276655331,2.899779956,1.6879375875,2.4196839368,
1.3262652531,0.1224244849,2.8889777956,1.5735147029,0.8935787157,
2.0704140828,1.4906981396,1.0958191638,1.5103020604,0.9121824365,
2.3104620924,1.8451690338,2.0818163633,1.6799359872,2.1526305261,
0.1266253251,0.0452090418,1.0784156831,0.3660732146,1.2470494099,
1.1918383677,0.0900180036,2.1352270454,0.5429085817,0.0780156031,
2.4862972595,0.3816763353,2.4262852571,0.9433886777,2.8535707141,
2.3962792559,0.1912382476,1.9875975195,0.599319864,1.9671934387,
1.9485897179,1.7151430286,1.0922184437,0.7805561112,2.9423884777,
1.1270254051,1.8051610322,2.4148829766,1.8775755151,2.326065213,
2.8403680736,0.8673734747,1.5651130226,1.124624925,2.9285857171,
2.6387277455,1.8703740748,0.9427885577,0.4172834567,1.1090218044,
1.8045609122,0.3652730546,1.1336267253,0.4148829766,0.2466493299,
0.5041008202,1.1382276455,0.4710942188,1.6031206241,2.5871174235,
2.3368673735,0.2528505701,0.24904981,0.8897779556,0.7081416283,
1.6113222645,1.3418683737,0.2052410482,0.6889377876,0.3162632527,
2.2078415683,0.8401680336,2.4622924585,1.5187037407,1.8429685937,
2.2918583717,0.600520104,1.8675735147,1.0422084417,0.3588717744,
0.2856571314,1.9651930386,2.8553710742,1.1978395679,0.2430486097,
0.2136427285,0.2412482496,1.1870374075,1.3610722144,0.150630126,
2.2702540508,1.1462292458,0.424884977,1.3054610922,1.0166033207,
2.0404080816,0.7157431486,1.6719343869,1.6419283857,1.6101220244,
0.3618723745,1.3422684537,1.2722544509,1.5583116623,2.9543908782,
0.3690738148,0.3172634527,1.5483096619,0.6737347469,1.725345069,
1.9341868374,0.5429085817,2.8421684337,0.4660932186,0.0126025205,
1.6065213043,0.9633926785,1.6311262252,0.725345069,0.9667933587,
0.2352470494,0.7773554711,1.2602520504,0.3120624125,2.0470094019,
0.4140828166,1.9675935187,1.599919984,0.7965593119,2.0386077215,
0.774154831,0.4192838568,0.9331866373,0.8909781956,1.4456891378,
1.826165233,0.1600320064,2.9111822364,0.8601720344,0.1278255651,
0.6487297459,0.4804960992,0.3072614523,0.0320064013,0.5395079016,
2.0194038808,1.8975795159,2.2300460092,1.1062212442,0.0324064813,
1.2188437688,1.3946789358,1.9563912783,0.0440088018,0.399679936,
2.9297859572,0.5369073815,1.7205441088,0.624524905,1.2314462893,
2.5109021804,0.5145029006,2.3626725345,1.4882976595,0.74894979,
2.5907181436,0.8037607522,1.0568113623,0.2208441688,0.3018603721,
2.7953590718,0.9153830766,1.6767353471,1.2478495699,1.100020004,
0.7477495499,1.0306061212,1.0022004401,0.3140628126,1.1786357271,
2.8043608722,0.8325665133,0.1284256851,0.3384676935,2.8565713143,
1.8465693139,0.2556511302,0.2850570114,0.9553910782,0.2718543709,
2.8271654331,1.99879976,0.9091818364,0.825365073,1.2302460492,
1.6059211842,0.1148229646,1.8795759152,1.7807561512,1.2356471294,
0.2736547309,1.8299659932,1.1018203641,0.7837567514,2.2162432486,
0.1818363673,1.25065013,2.1946389278,0.7237447489,0.6571314263,
2.2096419284,0.0736147229,0.6289257852,0.7669533907,0.9091818364,
2.3182636527,0.549309862,3,0.5941188238,0.4554910982,
0.9691938388,0.4784956991,1.5435087017,1.625125025,1.0136027205,
0.1710342068,1.5703140628,0.6631326265,0.4596919384,2.9975995199,
2.1856371274,0.5173034607,0.0540108022,1.3122624525,1.6545309062,
1.0916183237,0.7481496299,2.1676335267,0.5085017003,2.4898979796,
1.0640128026,0.6929385877,2.24924985,1.9899979996,1.0544108822,
2.8319663933,0.6217243449,2.6333266653,0.2848569714,1.1594318864,
1.3718743749,0.9573914783,2.325465093,0.0292058412,0.9373874775,
0.9199839968,0.1188237648,2.4136827365,1.6095219044,1.8729745949,
2.4766953391,1.7155431086,0.574914983,1.7567513503,0.2976595319,
0.8263652731,0.1528305661,0.4278855771,0.0208041608,0.9835967193,
1.4834966993,0.0356071214,0.5341068214,0.8205641128,1.9467893579,
1.6221244249,1.3666733347,2.0350070014,0.5341068214,2.5925185037,
1.5111022204,0.0344068814,0.9889977996,0.2608521704,1.2224444889,
0.0156031206,0.8985797159,0.1170234047,0.1040208042,0.2052410482,
1.8207641528,1.450690138,0.5833166633,0.275255051,1.300460092,
1.8327665533,0.924184837,2.3866773355,1.6471294259,1.0826165233,
0.1158231646,0.3920784157,2.2924584917,0.2136427285,0.8959791958,
1.5903180636,0.4536907381,2.4406881376,0.875775155,2.0320064013,
2.5931186237,1.1354270854,2.8643728746,0.4116823365,0.3630726145,
0.5527105421,1.6643328666,2.0410082016,1.673934787,2.3968793759,
0.2790558112,1.6595319064,1.0064012803,1.5767153431,1.1144228846,
1.0328065613,0.650530106,0.5461092218,1.0370074015,1.9485897179,
0.6079215843,1.449889978,0.9631926385,0.1712342468,1.9917983597,
1.2122424485,0.6357271454,2.2426485297,1.6979395879,1.8651730346,
0.4092818564,1.9139827966,2.1700340068,0.3844768954,2.8775755151,
0.4956991398,1.4350870174,0.7945589118,0.0484096819,2.0722144429,
0.5941188238,1.4286857371,2.4472894579,0.475295059,2.6363272655,
2.0026005201,1.7119423885,1.8699739948,1.3622724545,2.0764152831,
1.8639727946,0.4576915383,1.3874774955,0.7885577115,1.0736147229,
2.5283056611,0.8089617924,0.1530306061,1.2954590918,2.9381876375,
1.6683336667,0.7849569914,0.0948189638,1.6263252651,2.1376275255,
0.7669533907,0.2392478496,2.8595719144,1.8707741548,0.1662332466,
1.8441688338,1.8823764753,0.8275655131,1.9531906381,2.1712342468,
0.575515103,0.6397279456,1.8879775955,1.4406881376,1.8861772354,
1.6887377475,1.4706941388,2.1298259652,0.176035207,0.4368873775,
1.1846369274,0.7953590718,0.649329866,1.7319463893,0.3342668534,
0.3714742949,1.3642728546,0.8287657532,1.6075215043,1.8459691938,
0.9445889178,1.7375475095,0.5959191838,0.4200840168,1.1366273255,
2.7407481496,0.524104821,1.101220244,0.2980596119,0.2952590518,
0.4062812563,0.9549909982,2.0290058012,0.6701340268,0.5131026205,
2.7197439488,1.0982196439,1.5087017403,1.5519103821,1.8147629526,
0.2358471694,1.5359071814,2.3170634127,0.5093018604,1.0130026005,
0.6823364673,1.0918183637,1.1714342869,0.5217043409,2.0518103621,
1.7139427886,1.0950190038,0.2094418884,1.2390478096,0.6181236247,
1.1948389678,1.8591718344,0.6529305861,1.2470494099,1.4168833767,
0.8281656331,0.3628725745,0.8065613123,0.9645929186,2.1862372474,
2.0362072414,1.724344869,2.7827565513,0.3180636127,0.1836367273,
1.7829565913,1.0850170034,1.8597719544,0.175635127,0.2034406881,
0.2640528106,0.3164632927,1.5681136227,1.9811962392,1.5057011402,
1.825565113,1.0802160432,0.5155031006,1.8283656731,0.1482296459,
2.4340868174,0.6601320264,2.1106221244,0.0464092819,0.8563712743,
0.3870774155,1.175835167,1.8585717143,0.9129825965,2.2342468494,
1.4474894979,0.7985597119,1.7925585117,0.8049609922,2.9519903981,
0.949989998,1.300660132,2.2660532106,1.7687537508,1.8033606721,
2.450290058,1.8663732747,0.673934787,0.5449089818,1.7421484297,
0.6319263853,0.3136627325,2.6381276255,0.0204040808,0.1476295259,
2.6777355471,0.6537307461,2.0584116823,1.6035207041,0.9637927586,
0.3936787357,1.0894178836,1.8945789158,1.2634526905,1.9767953591,
1.3466693339,0.5785157031,0.6169233847,0.9721944389,0.9907981596,
0.7645529106,1.5139027806,1.1066213243,0.4476895379,1.1984396879,
2.9801960392,0.6369273855,0.4524904981,0.7905581116,2.2054410882,
2.5055011002,1.6767353471,0.6151230246,0.8957791558,1.7079415883,
2.5703140628,0.8133626725,1.4180836167,1.299059812,0.5839167834,
2.2066413283,1.6179235847,2.4640928186,1.7631526305,1.9779955991,
